id,name,availability,code_product,price,hrefs
1,"Игра Grand Theft Auto V (GTA 5) (PS5, русская версия)",Осталось мало,L09005,2649,https://igroray.ru/catalog/igra-grand-theft-auto-v-gta-5-ps5-russkaya-versiya/
2,"Игровая приставка Sony PlayStation 5 825 ГБ SSD (c приводом) (CFI-1200A, JP)",Есть в наличии,L08874,57890,https://igroray.ru/catalog/sony-playstation-5-jp/
3,Sony PlayStation VR2,Есть в наличии,L16143,53989,https://igroray.ru/catalog/sony-playstation-vr2/
4,Sony PlayStation 5 Spider-Man 2 Limited Edition + игра Marvel’s Spider-Man 2,Есть в наличии,L41831,75899,https://igroray.ru/catalog/sony-playstation-5-spider-man-2-limited-edition-igra-marvel-s-spider-man-2/
5,"Игровая приставка Sony PlayStation 5 825 ГБ SSD (c приводом) (CFI-1216A, EU)",Есть в наличии,L05524,61899,https://igroray.ru/catalog/sony-playstation-5-eu/
6,"Игровая приставка Sony PlayStation 5 Digital Edition 825 ГБ SSD (CFI-1200B, JP)",Есть в наличии,L09940,56599,https://igroray.ru/catalog/sony-playstation-5-digital-edition-jp/
7,"Игра FIFA 23 (PS4, русская версия)",Осталось мало,L10512,3680,https://igroray.ru/catalog/igra-fifa-23-ps4-russkaya-versiya/
8,"Игра God of War Ragnarok (PS4, русская версия)",Есть в наличии,L10122,5735,https://igroray.ru/catalog/igra-god-of-war-2-ragnarok-ps4-russkaya-versiya/
9,Геймпад Sony DualSense Edge,Есть в наличии,L15443,21589,https://igroray.ru/catalog/geympad-sony-dualsense-edge/
10,Геймпад Sony DualSense (белый),Осталось мало,L04483,9489,https://igroray.ru/catalog/geympad-sony-dualsense-belyy/
11,"Игра Red Dead Redemption 2 (RDR 2) (PS4, русская версия)",Осталось мало,L01541,2816,https://igroray.ru/catalog/igra-red-dead-redemption-2-ps4-russkaya-versiya/
12,"Игра Marvel's Spider Man 2 Collector's Edition (PS5, русская версия)",Есть в наличии,L63379,36800,https://igroray.ru/catalog/igra-marvel-s-spider-man-2-collector-s-edition-ps5/
13,"Игра Marvel's Spider Man 2 (PS5, русская версия)",Есть в наличии,L24784,7489,https://igroray.ru/catalog/igra-marvel-s-spider-man-2-ps5-russkie-subtitry/
14,"Игра God of War  Ragnarok (PS5, русская версия)",Есть в наличии,L04786,6296,https://igroray.ru/catalog/igra-god-of-war-ragnarok-ps5-russkaya-versiya/
15,"Игра EA Sports FC 24 (PS5, русская версия)",Есть в наличии,L41334,6489,https://igroray.ru/catalog/igra-ea-sports-fc-24-ps5-russkaya-versiya/
16,"Игра FIFA 23 (PS5, русская версия)",Осталось мало,L10539,3540,https://igroray.ru/catalog/igra-fifa-23-ps5-russkaya-versiya/
17,Игра Last of Us Part I (PS5),Есть в наличии,L09767,6581,https://igroray.ru/catalog/igra-last-of-us-part-i-ps5/
18,"Игра Horizon: Forbidden West (PS4, русская версия)",Осталось мало,L08226,4545,https://igroray.ru/catalog/igra-horizon-forbidden-west-ps4-russkaya-versiya/
19,Геймпад Sony DualSense (чёрная полночь),Есть в наличии,L06093,9606,https://igroray.ru/catalog/geympad-sony-dualsense-chyernaya-polnoch/
20,"Игра Marvel's Spider-Man Miles Morales (PS4, русская версия)",Осталось мало,L04573,4034,https://igroray.ru/catalog/igra-marvel-s-spider-man-miles-morales-ps4-russkaya-versiya/
21,"Игра Call of Duty: Black Ops Cold War (PS4, русская версия)",Есть в наличии,L04354,3362,https://igroray.ru/catalog/igra-call-of-duty-black-ops-cold-war-ps4-russkaya-versiya/
22,"Игра Call of Duty Modern Warfare III (3) (PS5, русская версия)",Есть в наличии,L42421,6790,https://igroray.ru/catalog/igra-call-of-duty-modern-warfare-iii-3-ps5-russkaya-versiya/
23,Sony PlayStation VR2 +  Игра Horizon Call of the Mountain,Есть в наличии,L15268,59999,https://igroray.ru/catalog/sony-playstation-vr2-igra-horizon-call-of-the-mountain/
24,"Игра Stray (PS5, русские субтитры)",Есть в наличии,L04576,3292,https://igroray.ru/catalog/igra-stray-ps5/
25,Игра The Quarry (PS5),Есть в наличии,L09445,3839,https://igroray.ru/catalog/igra-the-quarry-ps5/
26,Игра Teenage Mutant Ninja Turtles: Shredder's Revenge (PS4),Есть в наличии,L09667,3421,https://igroray.ru/catalog/igra-teenage-mutant-ninja-turtles-shredder-s-revenge-ps4/
27,Беспроводные наушники с микрофоном Sony PULSE 3D,Осталось мало,L04485,9699,https://igroray.ru/catalog/besprovodnaya-garnitura-sony-pulse-3d/
28,"Игра God of War Ragnarok (PS4, русские субтитры)",Есть в наличии,L13122,4719,https://igroray.ru/catalog/igra-god-of-war-2-ragnarok-ps4-russkie-subtitry/
29,"Игра Call of Duty: Modern Warfare II (COD:MW 2) (PS5, русская версия)",Осталось мало,L10538,6105,https://igroray.ru/catalog/igra-call-of-duty-modern-warfare-ii-cod-mw-2-ps5-russkaya-versiya/
30,Игра EA Sports UFC 5 (PS5),Есть в наличии,L42417,7021,https://igroray.ru/catalog/igra-ea-sports-ufc-5-ps5/
31,"Игра Mortal Kombat 11 (PS4, русская версия)",Есть в наличии,L03007,2644,https://igroray.ru/catalog/igra-mortal-kombat-11-ps4-russkaya-versiya/
32,"Игра Call of Duty: Black Ops Cold War (PS5, русская версия)",Есть в наличии,L04500,3717,https://igroray.ru/catalog/igra-call-of-duty-black-ops-cold-war-ps5-russkaya-versiya/
33,"Игра Minecraft VR (PS4, русская версия)",Осталось мало,L07596,3508,https://igroray.ru/catalog/igra-minecraft-vr-ps4-russkaya-versiya/
34,Руль Fanatec Gran Turismo DD Pro (5 Nm) + педали для PS5/PS4,Есть в наличии,L25202,106689,https://igroray.ru/catalog/rul-fanatec-gran-turismo-dd-pro-5-nm-pedali-dlya-ps5-ps4/
35,"Игра Assassin's Creed Valhalla (PS4, русская версия)",Есть в наличии,L03952,2650,https://igroray.ru/catalog/igra-assassin-s-creed-valhalla-ps4-russkaya-versiya/
36,"Игра Ghost of Tsushima (Призрак Цусимы) (PS4, русская версия)",Есть в наличии,L03846,2550,https://igroray.ru/catalog/igra-ghost-of-tsushima-prizrak-tsusimy-ps4-russkaya-versiya/
37,"Игра Hogwarts Legacy (PS5, русские субтитры)",Осталось мало,L15715,5157,https://igroray.ru/catalog/igra-hogwarts-legacy-ps5-russkie-subtitry/
38,"Игра Horizon: Forbidden West (PS5, русская версия)",Осталось мало,L04491,5155,https://igroray.ru/catalog/igra-horizon-forbidden-west-ps5-russkaya-versiya/
39,Игра Star Wars Jedi: Survivor (PS5),Есть в наличии,L14327,6018,https://igroray.ru/catalog/igra-star-wars-jedi-survivor-ps5/
40,"Игра It Takes Two (PS4, русская версия)",Осталось мало,L05380,3334,https://igroray.ru/catalog/igra-it-takes-two-ps4-russkaya-versiya/
41,"Игра Final Fantasy XVI (PS5, русские субтитры)",Есть в наличии,L14396,5500,https://igroray.ru/catalog/igra-final-fantasy-xvi-ps5/
42,Кастомизированный геймпад Sony DualSense Spider-Man 2 Limited Edition,Есть в наличии,L41833,12989,https://igroray.ru/catalog/kastomizirovannyy-geympad-sony-dualsense-spider-man-2-limited-edition/
43,"Игра Sonic Frontiers (PS5, русские субтитры)",Есть в наличии,L11780,4341,https://igroray.ru/catalog/igra-sonic-frontiers-ps5-russkaya-versiya-/
44,"Sony PlayStation 5 (CFI-1200A, JP)  + 2-й геймпад (галактический пурпурный) + зарядная станция",Есть в наличии,L63101,69426,https://igroray.ru/catalog/sony-playstation-5-cfi-1200a-jp-2-y-geympad-galakticheskiy-purpurnyy-zaryadnaya-stantsiya/
45,"Игра Little Nightmares Complete Edition (PS4, русская версия)",Есть в наличии,L05400,2471,https://igroray.ru/catalog/igra-little-nightmares-complete-edition-ps4-russkaya-versiya/
46,"Игра Callisto Protocol (PS4, русская версия)",Есть в наличии,L09765,2400,https://igroray.ru/catalog/igra-callisto-protocol-ps4/
47,"Игра Mortal Kombat 1 (PS5, Русские субтитры)",Есть в наличии,L25186,6989,https://igroray.ru/catalog/igra-mortal-kombat-1-ps5/
48,"Игра Mortal Kombat XL (PS4, русская версия)",Есть в наличии,L01484,2450,https://igroray.ru/catalog/igra-mortal-kombat-xl-ps4-russkaya-versiya/
49,"Spider-Man 2 Limited Edition + игра Marvel's Spider-Man: Miles Morales (PS5, русская версия)",Есть в наличии,L63107,79968,https://igroray.ru/catalog/spider-man-2-limited-edition-marvel-s-spider-man-miles-morales-ps5-russkaya-versiya-ps5-russkaya-ver/
50,"Игра Metro Exodus (PS4, русская версия)",Есть в наличии,L01475,2599,https://igroray.ru/catalog/igra-metro-exodus-ps4-russkaya-versiya/
51,Зарядная станция Sony DualSense для 2-х геймпадов (CFI-ZDS1),Есть в наличии,L04484,3838,https://igroray.ru/catalog/zaryadnaya-stantsiya-sony-dualsense-dlya-2-kh-geympadov/
52,Геймпад Sony DualSense (космический красный),Есть в наличии,L06094,9619,https://igroray.ru/catalog/geympad-sony-dualsense-kosmicheskiy-krasnyy/
53,Игра EA Sports NHL 24 (PS5),Есть в наличии,L42151,7021,https://igroray.ru/catalog/igra-ea-sports-nhl-24-ps5/
54,Игра Need for Speed Unbound (PS5),Есть в наличии,L12631,5162,https://igroray.ru/catalog/igra-need-for-speed-unbound-ps5/
55,"Игра Sniper Elite 5 (PS5, русская версия)",Есть в наличии,L09329,6310,https://igroray.ru/catalog/igra-sniper-elite-5-ps5-russkaya-versiya/
56,"Игра Diablo IV (PS5, русская версия)",Осталось мало,L14520,7715,https://igroray.ru/catalog/igra-diablo-iv-ps5-russkaya-versiya/
57,"Sony PlayStation 5 (CFI-1200A, JP)  + игра Hogwarts Legacy",Есть в наличии,L24199,63046,https://igroray.ru/catalog/sony-playstation-5-jp-igra-hogwarts-legacy/
58,"Игра Ratchet and Clank: Rift Apart (Сквозь Миры) (PS5, русская версия)",Осталось мало,L04492,4342,https://igroray.ru/catalog/igra-ratchet-and-clank-rift-apart-ps4-russkaya-versiya/
59,"Игра Dark Pictures Anthology: The Devil in Me (PS4, русская версия)",Есть в наличии,L11907,4130,https://igroray.ru/catalog/igra-dark-pictures-anthology-the-devil-in-me-ps4-russkaya-versiya/
60,"Игра Marvel's Spider-Man: Miles Morales (PS5, русская версия)",Есть в наличии,L04490,4070,https://igroray.ru/catalog/igra-marvel-s-spider-man-miles-morales-ps5-russkaya-versiya/
61,Руль Logitech G923 TrueForce + педали,Есть в наличии,L05594,42900,https://igroray.ru/catalog/rul-logitech-g923-pedali/
62,Геймпад Sony DualSense Gray Camouflage (серый камуфляж),Есть в наличии,L13244,10139,https://igroray.ru/catalog/geympad-sony-dualsense-gray-camouflage-seryy-kamuflyazh/
63,Беспроводные наушники с микрофоном Sony PULSE 3D (чёрная полночь),Есть в наличии,L08367,9299,https://igroray.ru/catalog/besprovodnaya-garnitura-sony-pulse-3d-chyernaya-polnoch/
64,"Sony PlayStation 5 (CFI-1200A, JP)  + Sony PlayStation VR2",Есть в наличии,L24197,111879,https://igroray.ru/catalog/sony-playstation-5-jp-sony-playstation-vr2/
65,Геймпад Sony DualSense Galactic Purple (галактический пурпурный) (фиолетовый),Есть в наличии,L08424,7699,https://igroray.ru/catalog/geympad-sony-dualsense-galakticheskiy-purpurnyy/
66,"Sony PlayStation 5 (CFI-1200A, JP)  + PlayStation Plus Extra + EA Play на 1 год (Турецкая)",Есть в наличии,L24307,71224,https://igroray.ru/catalog/igrovaya-pristavka-sony-playstation-5-825-gb-ssd-c-privodom-jp-playstation-plus-extra-ea-play-na-1-g/
67,"Игра Atomic Heart (PS5, русская версия)",Есть в наличии,L23919,5428,https://igroray.ru/catalog/igra-atomic-heart-ps5-russkaya-versiya/
68,"Игра Sniper Elite 5 (PS4, русская версия)",Есть в наличии,L09354,5593,https://igroray.ru/catalog/igra-sniper-elite-5-ps4-russkaya-versiya/
69,"Игра Goat Simulator 3 (Pre-Udder Edition) (PS5, русские субтитры)",Есть в наличии,L14889,3099,https://igroray.ru/catalog/igra-goat-simulator-3-pre-udder-edition-ps5-russkie-subtitry/
70,"Sony PlayStation 5 (CFI-1200A, JP) + 2-й геймпад (серый камуфляж) + зарядная станция",Есть в наличии,L63100,71865,https://igroray.ru/catalog/sony-playstation-5-cfi-1200a-jp-2-y-geympad-seryy-kamuflyazh-zaryadnaya-stantsiya/
71,"Игра Ведьмак 3: Дикая охота. Полное издание (PS5, русская версия)",Есть в наличии,L08486,3335,https://igroray.ru/catalog/igra-vedmak-3-dikaya-okhota-polnoe-izdanie-ps5-russkaya-versiya/
72,"Игра Dark Pictures Anthology: The Devil in Me (PS5, русская версия)",Есть в наличии,L11909,4130,https://igroray.ru/catalog/igra-dark-pictures-anthology-the-devil-in-me-ps5-russkaya-versiya-/
73,"Игра Elden Ring (PS5, русская версия)",Осталось мало,L09352,4804,https://igroray.ru/catalog/igra-elden-ring-ps5-russkaya-versiya/
74,"Игра LittleBigPlanet 3 (PS4, русская версия)",Есть в наличии,L01460,1899,https://igroray.ru/catalog/igra-littlebigplanet-3-ps4-russkaya-versiya/
75,"Игра Uncharted: Legacy of Thieves Collection (Наследие воров. Коллекция) (PS5, русская версия)",Осталось мало,L08260,2699,https://igroray.ru/catalog/igra-uncharted-legacy-of-thieves-collection-ps5-russkaya-versiya/
76,"Игра Demon's Souls (PS5, русская версия)",Осталось мало,L04496,4273,https://igroray.ru/catalog/igra-demon-s-souls-ps5/
77,"Игра Assassin’s Creed Mirage (PS5, русские субтитры)",Есть в наличии,L13682,4300,https://igroray.ru/catalog/igra-assassin-s-creed-mirage-ps5-russkaya-versiya/
78,Игра Grand Theft Auto: The Trilogy. The Definitive Edition (GTA: The Trilogy) (PS4),Есть в наличии,L07928,2799,https://igroray.ru/catalog/igra-grand-theft-auto-the-trilogy-the-definitive-edition-ps4/
79,"Игра Elden Ring (PS4, русская версия)",Есть в наличии,L09351,4130,https://igroray.ru/catalog/igra-elden-ring-ps4-russkaya-versiya/
80,Игра Just Dance 2024 (PS5),Есть в наличии,L63408,5133,https://igroray.ru/catalog/igra-just-dance-2024-ps5-russkaya-versiya/
81,"Игра Dying Light 2 Stay Human. Deluxe Edition (PS4, русская версия)",Есть в наличии,L07364,4719,https://igroray.ru/catalog/igra-dying-light-2-stay-human-deluxe-edition-ps4-russkaya-versiya/
82,"Игра Mortal Kombat 11 Ultimate (PS5, русская версия)",Есть в наличии,L04680,3104,https://igroray.ru/catalog/igra-mortal-kombat-11-ultimate-ps5-russkaya-versiya/
83,"Sony PlayStation 5 (CFI-1200A, JP)  + 2-й геймпад (чёрная полночь) + игра EA Sports FC 24",Есть в наличии,L42923,73984,https://igroray.ru/catalog/sony-playstation-5-cfi-1200a-jp-2-y-geympad-chyernaya-polnoch-igra-ea-sports-fc-2/
84,"Игра Snowrunner (PS5, русская версия)",Есть в наличии,L09750,3421,https://igroray.ru/catalog/igra-snowrunner-ps5-russkaya-versiya/
85,"Игра LEGO Star Wars The Skywalker Saga (PS4, русская версия)",Есть в наличии,L04956,3479,https://igroray.ru/catalog/igra-lego-star-wars-the-skywalker-saga-ps4-russkaya-versiya/
86,"Игра Star Wars: JEDI Fallen Order (Джедаи: Павший Орден) (PS4, русская версия)",Есть в наличии,L03033,3249,https://igroray.ru/catalog/igra-star-wars-jedi-fallen-order-dzhedai-pavshiy-orden-ps4-russkaya-versiya/
87,Геймпад Sony DualSense Nova Pink (новая звезда) (розовый),Есть в наличии,L08425,9879,https://igroray.ru/catalog/geympad-sony-dualsense-novaya-zvezda/
88,"Игровая приставка Sony PlayStation 5 Digital Edition 825 ГБ SSD (CFI-1200B, JP) + PlayStation Plus Extra + EA Play на 1 год (Турецкая)",Есть в наличии,L24309,69933,https://igroray.ru/catalog/igrovaya-pristavka-sony-playstation-5-digital-edition-825-gb-ssd-jp-playstation-plus-extra-ea-play-n/
89,Геймпад Sony DualSense Starlight Blue (звездный синий) (голубой),Есть в наличии,L08426,9606,https://igroray.ru/catalog/geympad-sony-dualsense-zvezdnyy-siniy/
90,Контроллер 3dRudder Foot Motion Controller для Playstation VR,Есть в наличии,L08863,18400,https://igroray.ru/catalog/kontroller-3drudder-foot-motion-controller-dlya-playstation-vr/
91,"Игра Dying Light 2 Stay Human (PS4, русская версия)",Есть в наличии,L07373,5686,https://igroray.ru/catalog/igra-dying-light-2-stay-human-ps4-russkaya-versiya/
92,"Sony PlayStation 5 (CFI-1200A, JP)  + 2-й геймпад (DualSense Edge)",Есть в наличии,L24198,79479,https://igroray.ru/catalog/sony-playstation-5-jp-2-y-geympad-dualsense-edge/
93,"Игра Грёзы (Dreams) (PS4, русская версия)",Есть в наличии,L03652,2649,https://igroray.ru/catalog/igra-gryezy-dreams-ps4-russkaya-versiya/
94,Игра LEGO Marvel Super Heroes (PS4),Есть в наличии,L01448,2099,https://igroray.ru/catalog/igra-lego-marvel-super-heroes-ps4/
95,"Игра LEGO Star Wars: The Skywalker Saga (PS5, русские субтитры)",Есть в наличии,L05321,2799,https://igroray.ru/catalog/igra-lego-star-wars-the-skywalker-saga-ps5-russkaya-versiya/
96,Беспроводные игровые наушники с микрофоном SONY INZONE H5 Wireless Gaming Headset (Black),Есть в наличии,L63559,17600,https://igroray.ru/catalog/besprovodnye-igrovye-naushniki-s-mikrofonom-sony-inzone-h5-wireless-gaming-headset-black/
97,"Игра Call of Duty: Vanguard (PS5, русская версия)",Есть в наличии,L07380,3775,https://igroray.ru/catalog/igra-call-of-duty-vanguard-ps5-russkaya-versiya/
98,Игра A Plague Tale: Requiem (PS5),Есть в наличии,L08860,4425,https://igroray.ru/catalog/igra-a-plague-tale-requiem-ps5/
99,"Игра Assassin's Creed: Одиссея (PS4, русская версия)",Есть в наличии,L02214,2500,https://igroray.ru/catalog/igra-assassin-s-creed-odisseya-ps4-russkaya-versiya/
100,"Игра Marvel's Мстители (Avengers) (PS4, русская версия)",Есть в наличии,L03856,2149,https://igroray.ru/catalog/igra-marvel-s-mstiteli-avengers-ps4-russkaya-versiya/
101,"Игра Uncharted: The Nathan Drake Collection (PS4, русская версия)",Есть в наличии,L01632,2644,https://igroray.ru/catalog/igra-uncharted-the-nathan-drake-collection-ps4-russkaya-versiya/
102,"Игра Resident Evil 7: Biohazard Gold Edition (с поддержкой PS VR) (PS4, русская версия)",Есть в наличии,L05001,2600,https://igroray.ru/catalog/igra-resident-evil-7-biohazard-gold-edition-s-podderzhkoy-ps-vr-ps4-russkaya-versiya/
103,"Игра Returnal (PS5, русская версия)",Есть в наличии,L04495,4719,https://igroray.ru/catalog/igra-returnal-ps5-russkaya-versiya/
104,"Игра Assassin’s Creed Mirage (PS4, русские субтитры)",Есть в наличии,L13675,5309,https://igroray.ru/catalog/igra-assassin-s-creed-mirage-ps4-russkaya-versiya/
105,"Игра Mortal Kombat X (PS4, русская версия)",Есть в наличии,L01483,2279,https://igroray.ru/catalog/igra-mortal-kombat-x-ps4-russkaya-versiya/
106,"Игра Resident Evil 4 Remake (PS5, русская версия)",Есть в наличии,L24258,4897,https://igroray.ru/catalog/igra-resident-evil-4-remake-ps5-russkaya-versiya/
107,"Sony PlayStation 5 (CFI-1200A JP)  + игра Resident Evil 4 Remake (PS5, русская версия)",Есть в наличии,L24366,62787,https://igroray.ru/catalog/sony-playstation-5-jp-igra-resident-evil-4-remake-ps5-russkaya-versiya/
108,Гарнитура игровая SteelSeries Arctis Nova Pro Wireless,Есть в наличии,L41578,41974,https://igroray.ru/catalog/garnitura-igrovaya-steelseries-arctis-nova-pro-wireless/
109,"Игра Resident Evil Village (PS5, русская версия)",Есть в наличии,L04494,3250,https://igroray.ru/catalog/igra-resident-evil-village-ps5-russkaya-versiya/
110,Многофункциональный стенд (подставка) OIVO Cooling Stand with Controller Charger для PS5/PS5 DE (IV-P5235B),Есть в наличии,L06194,2870,https://igroray.ru/catalog/mnogofunktsionalnyy-stend-podstavka-oivo-cooling-stand-with-controller-charger-dlya-ps5-ps5-de-iv-p5/
111,Кабель переходник PS4 VR для PS5 (AL-P5033),Есть в наличии,L07755,2586,https://igroray.ru/catalog/kabel-perekhodnik-ps4-vr-dlya-ps5-al-p5033/
112,"Игра Resident Evil Village Gold Edition (PS5, русская версия)",Есть в наличии,L12171,4129,https://igroray.ru/catalog/igra-resident-evil-village-gold-edition-ps5-russkaya-versiya/
113,Игра NBA 2K23 (PS5),Есть в наличии,L12013,3539,https://igroray.ru/catalog/igra-nba-2k23-ps5-/
114,"Игра Subnautica (PS4, русские субтитры)",Есть в наличии,L05611,2799,https://igroray.ru/catalog/igra-subnautica-ps4-russkaya-versiya/
115,"Игра Ghostwire: Tokyo (PS5, русская версия)",Есть в наличии,L08981,3540,https://igroray.ru/catalog/igra-ghostwire-tokyo-ps5-russkaya-versiya/
116,"Игра Wo Long: Fallen Dynasty (PS5, русская версия)",Есть в наличии,L14227,3775,https://igroray.ru/catalog/igra-wo-long-fallen-dynasty-ps5/
117,"Игра Mafia Trilogy (PS4, русская версия)",Есть в наличии,L03983,3311,https://igroray.ru/catalog/igra-mafia-trilogy-ps4-russkaya-versiya/
118,"Игра Dying Light 2 Stay Human (PS5, русская версия)",Есть в наличии,L07381,3658,https://igroray.ru/catalog/igra-dying-light-2-stay-human-ps5-russkaya-versiya/
119,"Игра Plants vs Zombies: Битва за Нейборвиль (PS4, русская версия)",Есть в наличии,L03305,2640,https://igroray.ru/catalog/igra-plants-vs-zombies-bitva-za-neyborvil-ps4-russkaya-versiya/
120,"Игра Sonic Forces (PS4, русские субтитры)",Есть в наличии,L01566,2350,https://igroray.ru/catalog/igra-sonic-forces-ps4-russkaya-versiya/
121,"Игра Devil May Cry 5 (PS4, русская версия)",Есть в наличии,L02393,2749,https://igroray.ru/catalog/igra-devil-may-cry-5-ps4-russkaya-versiya/
122,"Игра Far Cry 6 (PS4, русская версия)",Есть в наличии,L04265,3000,https://igroray.ru/catalog/igra-far-cry-6-ps4-russkaya-versiya/
123,"Игра Batman: Arkham Knight (Рыцарь Аркхема) (PS4, русская версия)",Есть в наличии,L01235,1899,https://igroray.ru/catalog/igra-batman-arkham-knight-rytsar-arkkhema-ps4-russkaya-versiya/
124,"Игра Death Stranding Director's Cut (Режиссерская версия)(PS5, русская версия)",Есть в наличии,L06722,2800,https://igroray.ru/catalog/igra-death-stranding-directors-cut-ps5-russkaya-versiya/
125,"Игра Метро: Исход Полное издание (Metro Exodus Complete Edition) (PS5, русская версия)",Есть в наличии,L05880,2899,https://igroray.ru/catalog/igra-metro-iskhod-polnoe-izdanie-ps5-russkaya-versiya/
126,"Игра Thymesia (PS5, русская версия)",Есть в наличии,L10540,2850,https://igroray.ru/catalog/igra-thymesia-ps5-russkaya-versiya/
127,Игра JoJos Bizarre Adventure: All Star Battle R (PS4),Есть в наличии,L12164,2599,https://igroray.ru/catalog/igra-jojo-s-bizarre-adventure-all-star-battle-r-ps4/
128,"Sony PlayStation 5 (CFI-1200A, JP)  + 2-й геймпад Razer Wolverine V2 PRO",Есть в наличии,L63104,87190,https://igroray.ru/catalog/sony-playstation-5-cfi-1200a-jp-2-y-geympad-razer-wolverine-v2-pro/
129,Зарядная станция DOBE для 2-х геймпадов Sony DualSense (TP5-0521B),Есть в наличии,L06199,1711,https://igroray.ru/catalog/zaryadnaya-stantsiya-dobe-dlya-2-kh-geympadov-sony-dualsense-tp5-0521b/
130,"Игра Kena Bridge of Spirits Deluxe Edition (PS5, русская версия)",Есть в наличии,L10728,4546,https://igroray.ru/catalog/igra-kena-bridge-of-spirits-deluxe-edition-ps5-russkaya-versiya/
131,"Игра Bloodborne: Порождение крови (PS4, русская версия)",Есть в наличии,L01263,1750,https://igroray.ru/catalog/igra-bloodborne-porozhdenie-krovi-ps4-russkaya-versiya/
132,"Игра God of War III Remastered (PS4, русская версия)",Есть в наличии,L01400,1849,https://igroray.ru/catalog/igra-god-of-war-iii-remastered-ps4-russkaya-versiya/
133,"Игра Star Wars: JEDI Fallen Order (Джедаи: Павший Орден) (PS5, русская версия)",Есть в наличии,L09751,3303,https://igroray.ru/catalog/igra-star-wars-jedi-fallen-order-dzhedai-pavshiy-orden-ps5-russkaya-versiya/
134,"Игра Assassin's Creed Valhalla (PS5, русская версия)",Есть в наличии,L04502,2500,https://igroray.ru/catalog/igra-assassin-s-creed-valhalla-ps5-russkaya-versiya/
135,"Игра Tekken 7 Legendary Edition (PS4, русская версия)",Есть в наличии,L08982,3539,https://igroray.ru/catalog/igra-tekken-7-legendary-edition-ps4-russkaya-versiya/
136,Игра NBA 2K24 Kobe Bryant Edition (PS5),Есть в наличии,L63558,4589,https://igroray.ru/catalog/igra-nba-2k24-kobe-bryant-edition-ps5/
137,"Sony PlayStation 5 (CFI-1200A, JP) + PlayStation Plus Deluxe + EA Play на 1 год (Турецкая)",Есть в наличии,L63106,72994,https://igroray.ru/catalog/sony-playstation-5-cfi-1218a-kor-playstation-plus-extra-ea-play-na-1-god-turetskaya/
138,ИгроПак для PS5: Demon's Souls + Elden Ring,Есть в наличии,L010444,9076,https://igroray.ru/catalog/igropak-dlya-ps5-demon-s-souls-elden-ring/
139,"Игра Дожить до рассвета (PS4, русская версия)",Есть в наличии,L01664,2399,https://igroray.ru/catalog/igra-dozhit-do-rassveta-extended-edition-ps4-russkaya-versiya/
140,"Игра Chernobylite (PS5, русская версия)",Есть в наличии,L08619,2650,https://igroray.ru/catalog/igra-chernobylite-ps5-russkaya-versiya/
141,Геймпад Razer Wolverine V2 PRO PS5/PC,Есть в наличии,L25179,29300,https://igroray.ru/catalog/geympad-razer-wolverine-v2-pro-ps5-pc/
142,"Sony PlayStation 5 (CFI-1200A, JP)  + 2-й геймпад (новая звезда) + зарядная станция",Есть в наличии,L63102,71605,https://igroray.ru/catalog/sony-playstation-5-cfi-1200a-jp-2-y-geympad-novaya-zvezda-zaryadnaya-stantsiya/
143,"Игра The Lord of the Rings Gollum (Властелин колец Голлум) (PS5, русская версия)",Есть в наличии,L04721,4200,https://igroray.ru/catalog/igra-the-lord-of-the-rings-gollum-vlastelin-kolets-gollum-ps5-russkaya-versiya/
144,Игра Gotham Knights Deluxe Edition (PS5),Есть в наличии,L12741,3775,https://igroray.ru/catalog/igra-gotham-knights-deluxe-edition-ps5/
145,ИгроПак для PS5: Метро: Исход Полное издание (Metro Exodus Complete Edition) + Death Stranding Director's Cut (Режиссерская версия),Есть в наличии,L010442,5699,https://igroray.ru/catalog/igropak-dlya-ps5-metro-iskhod-polnoe-izdanie-metro-exodus-complete-edition-death-stranding-director-/
146,Съёмные боковые панели для Sony PlayStation 5 Digital (Cosmic Red),Есть в наличии,L41698,3500,https://igroray.ru/catalog/syemnye-bokovye-paneli-dlya-sony-playstation-5-digital-cosmic-red/
147,"Игра Tom Clancy's The Division 2 (PS4, русская версия)",Есть в наличии,L02385,3150,https://igroray.ru/catalog/igra-tom-clancy-s-the-division-2-ps4-russkaya-versiya/
148,"Игра Shadow of the Tomb Raider (PS4, русская версия)",Есть в наличии,L01943,2350,https://igroray.ru/catalog/igra-shadow-of-the-tomb-raider-ps4-russkaya-versiya/
149,"Игра LEGO Marvel Мстители (PS4, русская версия)",Есть в наличии,L01450,1799,https://igroray.ru/catalog/igra-lego-marvel-mstiteli-ps4-russkaya-versiya/
150,"Sony PlayStation 5 (CFI-1200A, JP)  + 2-й геймпад (чёрная полночь) + гарнитура + зарядная станция",Есть в наличии,L42922,80631,https://igroray.ru/catalog/sony-playstation-5-cfi-1200a-jp-2-y-geympad-chyernaya-polnoch-garnitura-zaryadnaya-stantsiya/
151,"Игра Diablo IV With 666 Bundle (PS5, русская версия)",Есть в наличии,L25234,7400,https://igroray.ru/catalog/igra-diablo-iv-with-666-bundle-ps5-russkaya-versiya/
152,"Игра SIFU (PS5, русская версия)",Есть в наличии,L09372,3775,https://igroray.ru/catalog/igra-sifu-ps5-russkaya-versiya/
