id,name,availability,code_product,price,hrefs
3080,1 высокая + 1 средняя накладка на стики KontrolFreek Grips Call of Duty Black Ops Grav Slam для геймпада Microsoft XBOX One/Series (серый/оранжевый),Ожидается поступление,L08202,789,https://igroray.ru/catalog/kontrolfreek-grips-call-of-duty-black-ops-grav-slam-dlya-geympada-microsoft-xbox-one-series-seryy-or/
3081,"Игра Assassins Creed Mirage Collector’s Edition (PS4, русская версия)",Ожидается поступление,L63332,27989,https://igroray.ru/catalog/igra-assassins-creed-mirage-collector-s-edition-ps4-russkaya-versiya/
3082,"Игра The Evil Within 2 (PS4, русская версия)",Ожидается поступление,L01604,1850,https://igroray.ru/catalog/igra-the-evil-within-2-ps4-russkaya-versiya/
3083,3 высокие + 1 низкая накладки KontrolFreek Grips GamerPack VX для геймпада DualShock PS4 (чёрный/оранжевый),Ожидается поступление,L07460,989,https://igroray.ru/catalog/4-nakladki-na-stiki-kontrolfreek-grips-gamerpack-vx-dlya-geympada-dualshock-ps4-chyernyy-oranzhevyy/
3084,"Игра Journey (Путешествие) Collectors Edition (PS4, русская версия)",Ожидается поступление,L01429,3289,https://igroray.ru/catalog/igra-journey-puteshestvie-collectors-edition-ps4-russkaya-versiya/
3085,Накладки на стики KontrolFreek Grips Call of Duty Infinite Warfare Orange для геймпада Dualshock PS4 (оранжевый),Ожидается поступление,L04862,889,https://igroray.ru/catalog/nakladki-na-stiki-kontrolfreek-grips-snipr-green-dlya-geympada-dualshock-ps4-oranzhevyy/
3086,"Игра F1 2019 Юбилейное издание (PS4, русская версия)",Ожидается поступление,L03023,2248,https://igroray.ru/catalog/igra-f1-2019-yubileynoe-izdanie-ps4-russkaya-versiya/
3087,"Игра Spintires: Mudrunner (PS4, русская версия)",Ожидается поступление,L01569,2848,https://igroray.ru/catalog/igra-spintires-mudrunner-ps4-russkaya-versiya/
3088,"Игра Rime (PS4, русская версия)",Ожидается поступление,L01548,1548,https://igroray.ru/catalog/igra-rime-ps4-russkaya-versiya/
3089,"Игра VR Worlds (только для PS VR) (PS4/VR, русская версия)",Ожидается поступление,L01639,1989,https://igroray.ru/catalog/igra-vr-worlds-tolko-dlya-ps-vr-ps4-vr-russkaya-versiya/
3090,"Игра Bee Simulator (PS4, русская версия)",Ожидается поступление,L03374,2448,https://igroray.ru/catalog/igra-bee-simulator-ps4-russkaya-versiya/
3091,3 низкие + 1 высокая накладки на стики KontrolFreek GamerPack Galaxy для геймпада DualShock PS4 (зелёный/фиолетовый),Ожидается поступление,L07472,286,https://igroray.ru/catalog/3-nizkie-1-vysokaya-nakladki-na-stiki-kontrolfreek-grips-fps-freek-galaxy-dlya-geympada-dualshock-ps/
3092,"Игра Immortals Fenyx Rising Limited Edition (PS4, русская версия)",Ожидается поступление,L04943,3148,https://igroray.ru/catalog/igra-immortals-fenyx-rising-limited-edition-ps4-russkaya-versiya/
3093,"Игра Yesterday Origins (PS4, русская версия)",Ожидается поступление,L01657,1289,https://igroray.ru/catalog/igra-yesterday-origins-ps4-russkaya-versiya/
3094,Игра Solaris Offworld Combat (только для PS VR) (PS4),Ожидается поступление,L09662,2099,https://igroray.ru/catalog/igra-solaris-offworld-combat-tolko-dlya-ps-vr-ps4/
3095,"Игра We Happy Few (PS4, русская версия)",Ожидается поступление,L02205,2699,https://igroray.ru/catalog/igra-we-happy-few-ps4-russkaya-versiya/
3096,"Игра Life is Strange 2 Collectors Edition (PS4, русская версия)",Ожидается поступление,L03411,4489,https://igroray.ru/catalog/igra-life-is-strange-2-collectors-edition-ps4-russkaya-versiya/
3097,"Игра Hidden Agenda (PS4, русская версия)",Ожидается поступление,L01414,1448,https://igroray.ru/catalog/igra-hidden-agenda-ps4-russkaya-versiya/
3098,"Игра Tom Clancy's The Division (PS4, русская версия)",Ожидается поступление,L01616,1389,https://igroray.ru/catalog/igra-tom-clancy-s-the-division-ps4-russkaya-versiya/
3099,Игра Tony Hawk's Pro Skater 1 + 2 (PS4),Ожидается поступление,L04034,2999,https://igroray.ru/catalog/igra-tony-hawk-s-pro-skater-1-2-ps4/
3100,"Игра Сорванец: Развернутая история (PS4, русская версия)",Ожидается поступление,L01295,1648,https://igroray.ru/catalog/igra-sorvanets-razvernutaya-istoriya-ps4-russkaya-versiya/
3101,"Игра Disciples: Liberation. Издание Deluxe (PS4, русская версия)",Ожидается поступление,L07623,2148,https://igroray.ru/catalog/igra-disciples-liberation-izdanie-deluxe-ps4-russkaya-versiya/
3102,Игра Quantic Dream Collection (PS4),Ожидается поступление,L08088,1020,https://igroray.ru/catalog/igra-quantic-dream-collection-ps4/
3103,"Игра Doctor Who: The Edge of Time (PS4, только для PS VR)",Ожидается поступление,L06227,2148,https://igroray.ru/catalog/igra-doctor-who-the-edge-of-time-ps4-tolko-dlya-ps-vr/
3104,"Игра Cities: Skylines (PS4, русская версия)",Ожидается поступление,L01290,2589,https://igroray.ru/catalog/igra-cities-skylines-ps4-russkaya-versiya/
3105,"Игра Outlast Trinity (PS4, русская версия)",Ожидается поступление,L01520,2548,https://igroray.ru/catalog/igra-outlast-trinity-ps4-russkaya-versiya/
3106,Аркадный Стик DOBE Retro Arcade Fighting Game Controller (7 in 1)(TP4-1886),Ожидается поступление,L08000,3966,https://igroray.ru/catalog/arkadnyy-stik-dobe-retro-arcade-fighting-game-controller-7-in-1-tp4-1886/
3107,Накладки на стики KontrolFreek Grips Call of Duty Infinite Warfare Blue для геймпада Dualshock PS4 (синий),Ожидается поступление,L04866,689,https://igroray.ru/catalog/nakladki-na-stiki-kontrolfreek-grips-call-of-duty-infinite-warfare-blue-dlya-geympada-dualshock-ps4-/
3108,Игра Monster Hunter: World (PS4),Ожидается поступление,L01482,2099,https://igroray.ru/catalog/igra-monster-hunter-world-ps4/
3109,"Игра Uncharted: The Nathan Drake Collection (PS4, русские субтитры)",Ожидается поступление,L12829,2199,https://igroray.ru/catalog/igra-uncharted-the-nathan-drake-collection-ps4-russkie-subtitry/
3110,"Игра The Sinking City. Издание первого дня (PS4, русская версия)",Ожидается поступление,L03038,2848,https://igroray.ru/catalog/igra-the-sinking-city-izdanie-pervogo-dnya-ps4-russkaya-versiya/
3111,"Игра Darksiders 2: Deathinitive Edition (PS4, русская версия)",Ожидается поступление,L01311,1848,https://igroray.ru/catalog/igra-darksiders-2-deathinitive-edition-ps4-russkaya-versiya/
3112,"Игра OVERKILL's the Walking Dead (PS4, русская версия)",Ожидается поступление,L02761,4889,https://igroray.ru/catalog/igra-overkill-s-the-walking-dead-ps4-russkaya-versiya/
3113,"Игра Diablo III: Reaper of Souls Ultimate Evil Edition (PS4, русская версия)",Ожидается поступление,L01323,3089,https://igroray.ru/catalog/igra-diablo-iii-reaper-of-souls-ultimate-evil-edition-ps4-russkaya-versiya/
3114,"Игра Age of Wonders: Planetfall (PS4, русская версия)",Ожидается поступление,L03143,2049,https://igroray.ru/catalog/igra-age-of-wonders-planetfall-ps4-russkaya-versiya/
3115,"Игра Kingdom Come Deliverance Royal Edition (PS4, русская версия)",Ожидается поступление,L02976,2348,https://igroray.ru/catalog/igra-kingdom-come-deliverance-royal-edition-ps4-russkaya-versiya/
3116,"Игра Hot Wheels Unleashed. Challenge Accepted Edition (PS4, русская версия)",Ожидается поступление,L07023,4489,https://igroray.ru/catalog/igra-hot-wheels-unleashed-challenge-accepted-edition-ps4-russkaya-versiya/
3117,"Игра Dead or Alive 6 (PS4, русская версия)",Ожидается поступление,L02758,3989,https://igroray.ru/catalog/igra-dead-or-alive-6-ps4-russkaya-versiya/
3118,"Игра Star Wars: Battlefront (PS4, русская версия)",Ожидается поступление,L01571,2748,https://igroray.ru/catalog/igra-star-wars-battlefront-ps4-russkaya-versiya/
3119,"Игра Pathfinder Kingmaker Definitive Edition (PS4, русская версия)",Ожидается поступление,L04052,2789,https://igroray.ru/catalog/igra-pathfinder-kingmaker-definitive-edition-ps4-russkaya-versiya/
3120,"Игра Blair Witch (PS4, русская версия)",Ожидается поступление,L03769,2299,https://igroray.ru/catalog/igra-blair-witch-ps4-russkaya-versiya/
3121,"Игра Fallout 4 (PS4, русская версия)",Ожидается поступление,L01361,1789,https://igroray.ru/catalog/igra-fallout-4-ps4-russkaya-versiya/
3122,"Игра Helldivers: Super-Earth Ultimate Edition (PS4, русская версия)",Ожидается поступление,L01413,2489,https://igroray.ru/catalog/igra-helldivers-super-earth-ultimate-edition-ps4-russkaya-versiya/
3123,2 низкие накладки на стики KontrolFreek Grips Call of Duty Zombies для геймпада DualShock PS4 (салатовый),Ожидается поступление,L07459,1689,https://igroray.ru/catalog/2-nizkie-nakladki-na-stiki-kontrolfreek-grips-call-of-duty-zombies-dlya-geympada-dualshock-ps4-salat/
3124,"Игра Одни из нас (The Last of Us) Обновлённая версия (Хиты PlayStation) (PS4, русская версия)",Ожидается поступление,L04479,1789,https://igroray.ru/catalog/igra-odni-iz-nas-the-last-of-us-obnovlyennaya-versiya-khity-playstation-ps4-russkaya-versiya/
3125,"Игра LEGO DC СУПЕРЗЛОДЕИ Deluxe Edition (PS4, русская версия)",Ожидается поступление,L04998,2648,https://igroray.ru/catalog/igra-lego-dc-super-villains-deluxe-edition-ps4-russkaya-versiya/
3126,"Игра The Eternal Cylinder (PS4, русская версия)",Ожидается поступление,L08896,4948,https://igroray.ru/catalog/igra-the-eternal-cylinder-ps4-russkaya-versiya/
3127,"Игра Chronos Before the Ashes (PS4, русская версия)",Ожидается поступление,L04794,2199,https://igroray.ru/catalog/igra-chronos-before-the-ashes-ps4-russkaya-versiya/
3128,"Игра EVE: Valkyrie (PS4, только для PS VR)",Ожидается поступление,L01359,2248,https://igroray.ru/catalog/igra-eve-valkyrie-ps4-tolko-dlya-ps-vr/
3129,"Игра Trine 4: The Nightmare Prince (PS4, русская версия)",Ожидается поступление,L05827,2348,https://igroray.ru/catalog/igra-trine-4-the-nightmare-prince-ps4-russkaya-versiya/
3130,"Игра F1 2021 (PS4, русская версия)",Ожидается поступление,L06363,3148,https://igroray.ru/catalog/igra-f1-2021-ps4-russkaya-versiya/
3131,Игра Monochrome Mobius: Rights and Wrongs Forgotten Deluxe Edition (PS4),Ожидается поступление,L41688,5989,https://igroray.ru/catalog/igra-monochrome-mobius-rights-and-wrongs-forgotten-deluxe-edition-ps4/
3132,"Игра Little Nightmares Six Edition (PS4, русская версия)",Ожидается поступление,L01459,2848,https://igroray.ru/catalog/igra-little-nightmares-six-edition-ps4-russkaya-versiya/
3133,"Игра WRC 10 (PS4, русская версия)",Ожидается поступление,L08871,4067,https://igroray.ru/catalog/igra-wrc-10-ps4-russkaya-versiya/
3134,"Игра Warhammer 40,000: Inquisitor - Martyr (PS4, русская версия)",Ожидается поступление,L01640,1948,https://igroray.ru/catalog/igra-warhammer-40-000-inquisitor-martyr-ps4-russkaya-versiya/
3135,Игра Micro Machines World Series (PS4),Ожидается поступление,L01477,2699,https://igroray.ru/catalog/igra-micro-machines-world-series-ps4/
3136,"Игра Sword Art Online Alicization Lycoris (PS4, русская версия)",Ожидается поступление,L03925,2499,https://igroray.ru/catalog/igra-sword-art-online-alicization-lycoris-ps4-russkaya-versiya/
3137,"Игра F1 2020 (PS4, русская версия)",Ожидается поступление,L06885,2189,https://igroray.ru/catalog/igra-f1-2020-ps4-russkaya-versiya/
3138,"Игра Samurai Shodown (PS4, русская версия)",Ожидается поступление,L02988,1789,https://igroray.ru/catalog/igra-samurai-shodown-ps4-russkaya-versiya/
3139,"Игра Project CARS 2 (PS4, русская версия)",Ожидается поступление,L01533,2599,https://igroray.ru/catalog/igra-project-cars-2-ps4-russkaya-versiya/
3140,"Игра Sudden Strike 4 (PS4, русская версия)",Ожидается поступление,L01581,2048,https://igroray.ru/catalog/igra-sudden-strike-4-ps4-russkaya-versiya/
3141,"Игра Prey (PS4, русская версия)",Ожидается поступление,L01529,2148,https://igroray.ru/catalog/igra-prey-ps4-russkaya-versiya/
3142,"Игра Sword Art Online: Last Recollection (PS4, русские субтитры)",Ожидается поступление,L41327,5989,https://igroray.ru/catalog/igra-sword-art-online-last-recollection-ps4-russkie-subtitry/
3143,"Игра Wasteland 3 (PS4, русская версия)",Ожидается поступление,L03771,1999,https://igroray.ru/catalog/igra-wasteland-3-ps4-russkaya-versiya/
3144,"Игра Overwatch Origins Edition (PS4, русская версия)",Ожидается поступление,L01521,2289,https://igroray.ru/catalog/igra-overwatch-origins-edition-ps4-russkaya-versiya/
3145,"Игра Bugsnax (PS4, русская версия)",Ожидается поступление,L09752,2148,https://igroray.ru/catalog/igra-bugsnax-ps4-russkaya-versiya/
3146,"Игра Batman: The Telltale Series (PS4, русская версия)",Ожидается поступление,L05878,2750,https://igroray.ru/catalog/igra-batman-the-telltale-series-ps4-russkaya-versiya/
3147,"Игра Baldur's Gate Enhanced Edition (PS4, русская версия)",Ожидается поступление,L03255,2548,https://igroray.ru/catalog/igra-baldur-s-gate-enhanced-edition-ps4-russkaya-versiya/
3148,Высокие накладки на стики KontrolFreek Inferno для геймпада DualShock PS4 (красный),Ожидается поступление,L07447,589,https://igroray.ru/catalog/vysokie-nakladki-na-stiki-kontrolfreek-inferno-dlya-geympada-dualshock-ps4-krasnyy/
3149,"Игра Immortal: Unchained (PS4, русская версия)",Ожидается поступление,L02227,1600,https://igroray.ru/catalog/igra-immortal-unchained-ps4-russkaya-versiya/
3150,"Игра Apex Construct (PS4, только для PS VR)",Ожидается поступление,L04854,3389,https://igroray.ru/catalog/igra-apex-construct-ps4-russkaya-versiya-tolko-dlya-ps-vr/
3151,Игра Fate/Samurai Remnant (PS4),Ожидается поступление,L41677,5989,https://igroray.ru/catalog/igra-fate-samurai-remnant-ps4/
3152,"Игра Assassin's Creed Valhalla Limited Edition (PS4, русская версия)",Ожидается поступление,L05311,3789,https://igroray.ru/catalog/igra-assassin-s-creed-valhalla-limited-edition-ps4-russkaya-versiya/
3153,"Игра Call of Duty: Ghosts (PS4, русская версия)",Ожидается поступление,L01285,1689,https://igroray.ru/catalog/igra-call-of-duty-ghosts-ps4-russkaya-versiya/
3154,"Игра Lies Of P (PS4, русские субтитры)",Ожидается поступление,L24703,5989,https://igroray.ru/catalog/igra-lies-of-p-ps4-russkie-subtitry/
3155,Игра Cooking Mama: Cookstar (PS4),Ожидается поступление,L07685,2099,https://igroray.ru/catalog/igra-cooking-mama-cookstar-ps4/
3156,"Игра DC Лига Суперпитомцы: Приключения Крипто и Туза (DC League of Super-pets: The Adventures of Krypto and Ace) (PS4, русская версия)",Ожидается поступление,L08732,2499,https://igroray.ru/catalog/igra-dc-liga-superpitomtsy-priklyucheniya-kripto-i-tuza-ps4-russkaya-versiya/
3157,Геймпад Sony DualShock 4 V2 Camouflage Green + Крепление для смартфона + Игра Elden Ring + Игра Vampire: The Masquerade Swansong,Ожидается поступление,L15441,15420,https://igroray.ru/catalog/geympad-sony-dualshock-4-v2-camouflage-green-kreplenie-dlya-smartfona-igra-elden-ring-igra-vampire-t/
3158,"Игра Daymare: 1998 (PS4, русская версия)",Ожидается поступление,L08918,2499,https://igroray.ru/catalog/igra-daymare-1998-ps4-russkaya-versiya/
3159,"Игра F1 Manager 2022 (PS4, русская версия)",Ожидается поступление,L11954,2699,https://igroray.ru/catalog/igra-f1-manager-2022-ps4-russkaya-versiya/
3160,"Игра Tennis World Tour (PS4, русская версия)",Ожидается поступление,L01593,2499,https://igroray.ru/catalog/igra-tennis-world-tour-ps4-russkaya-versiya/
3161,"Игра Tom Clancy's Ghost Recon Breakpoint Auroa Edition (PS4, русская версия)",Ожидается поступление,L03309,2048,https://igroray.ru/catalog/igra-tom-clancy-s-ghost-recon-breakpoint-auroa-edition-ps4-russkaya-versiya/
3162,"Игра Bloodborne: Порождение крови - Nightmare Edition (PS4, русская версия)",Ожидается поступление,L08810,7448,https://igroray.ru/catalog/igra-bloodborne-porozhdenie-krovi-nightmare-edition-ps4-russkaya-versiya/
3163,Комплект модулей Thrustmaster Eswap led orange Crystal Pack emea version для PS4/PC (оранжевый),Ожидается поступление,L07777,5489,https://igroray.ru/catalog/komplekt-moduley-thrustmaster-eswap-led-orange-crystal-pack-emea-version-dlya-ps4-pc-oranzhevyy/
3164,"Игра WRC 9 The Official Game (PS4, русская версия)",Ожидается поступление,L08872,2299,https://igroray.ru/catalog/igra-wrc-9-the-official-game-ps4-russkaya-versiya/
3165,"Игра 11-11 Memories Retold (PS4, русская версия)",Ожидается поступление,L02549,1599,https://igroray.ru/catalog/igra-11-11-memories-retold-ps4-russkaya-versiya/
3166,"Игра The Evil Within (PS4, русская версия)",Ожидается поступление,L01603,2199,https://igroray.ru/catalog/igra-the-evil-within-ps4-russkaya-versiya/
3167,"Игра Assetto Corsa Competizione (PS4, русская версия)",Ожидается поступление,L03934,3199,https://igroray.ru/catalog/igra-assetto-corsa-competizione-ps4-russkaya-versiya/
3168,"Игра Do Not Open (PS4, только для PS VR)",Ожидается поступление,L14617,5989,https://igroray.ru/catalog/igra-do-not-open-ps4-tolko-dlya-ps-vr/
3169,"Игра Phoenix Point: Behemoth Edition (PS4, русская версия)",Ожидается поступление,L07032,2148,https://igroray.ru/catalog/igra-phoenix-point-behemoth-edition-ps4-russkaya-versiya/
3170,Зарядная станция Sony Navigation Charging Station для 2-х DualShock 4 и контроллеров PS Move (CECH-ZCC1U),Ожидается поступление,L09508,2989,https://igroray.ru/catalog/zaryadnaya-stantsiya-sony-navigation-charging-station-dlya-2-kh-dualshock-4-i-kontrollerov-ps-move-c/
3171,"Игра XCOM 2 (PS4, русская версия)",Ожидается поступление,L01654,1950,https://igroray.ru/catalog/igra-xcom-2-ps4-russkaya-versiya/
3172,Накладки на стики KontrolFreek Grips SNIPR Green для геймпада Dualshock PS4 (зелёный),Ожидается поступление,L04876,1289,https://igroray.ru/catalog/nakladki-na-stiki-kontrolfreek-grips-snipr-green-dlya-geympada-dualshock-ps4-zelenyy/
3173,"Игра Deus Ex: Mankind Divided (PS4, русская версия)",Ожидается поступление,L01320,1789,https://igroray.ru/catalog/igra-deus-ex-mankind-divided-ps4-russkaya-versiya/
3174,"Игра Yooka-Laylee (PS4, русская версия)",Ожидается поступление,L01658,1789,https://igroray.ru/catalog/igra-yooka-laylee-ps4-russkaya-versiya/
3175,"Игра Blasphemous (PS4, русская версия)",Ожидается поступление,L06717,3189,https://igroray.ru/catalog/igra-blasphemous-ps4-russkaya-versiya/
3176,"Игра Mass Effect: Andromeda (PS4, русская версия)",Ожидается поступление,L01469,3089,https://igroray.ru/catalog/igra-mass-effect-andromeda-ps4-russkaya-versiya/
3177,2 высокие накладки на стики KontrolFreek Grips Battle Royale Performance Thumbsticks для геймпада DualShock PS4 (фиолетовый),Ожидается поступление,L07775,789,https://igroray.ru/catalog/2-vysokie-nakladki-na-stiki-kontrolfreek-grips-battle-royale-performance-thumbsticks-dlya-geympada-d/
3178,"Игра Hotel Transylvania: Scary-Tale Adventures (PS4, русская версия)",Ожидается поступление,L08258,3422,https://igroray.ru/catalog/igra-hotel-transylvania-scary-tale-adventures-ps4-russkaya-versiya/
3179,"Игра Gravity Rush Обновленная версия (PS4, русская версия)",Ожидается поступление,L01408,2548,https://igroray.ru/catalog/igra-gravity-rush-obnovlennaya-versiya-ps4-russkaya-versiya/
3180,Игра Romance of the Three Kingdoms XIV (PS4),Ожидается поступление,L09660,2299,https://igroray.ru/catalog/igra-romance-of-the-three-kingdoms-xiv-ps4/
3181,"Игра Knack (PS4, русская версия)",Ожидается поступление,L01441,1748,https://igroray.ru/catalog/igra-knack-ps4-russkaya-versiya/
3182,"Игра Inpatient (Пациент) (PS4, русская версия)",Ожидается поступление,L01427,2889,https://igroray.ru/catalog/igra-inpatient-patsient-ps4-russkaya-versiya/
3183,"Игра Что Скрывает Тьма (только для PS VR) (PS4/VR, русская версия)",Ожидается поступление,L01675,1489,https://igroray.ru/catalog/igra-chto-skryvaet-tma-tolko-dlya-ps-vr-ps4-vr-russkaya-versiya/
3184,Накладки на педали Thrustmaster T-lcm rubber grip ww version,Ожидается поступление,L07785,3089,https://igroray.ru/catalog/nakladki-na-pedali-thrustmaster-t-lcm-rubber-grip-ww-version/
3185,"Игра Project CARS 2 Collector's Edition (PS4, русская версия)",Ожидается поступление,L05024,8589,https://igroray.ru/catalog/igra-project-cars-2-collector-s-edition-ps4-russkaya-versiya/
3186,"Игра WRC 8 (PS4, русская версия)",Ожидается поступление,L03226,3589,https://igroray.ru/catalog/igra-wrc-8-ps4-russkaya-versiya/
3187,"Игра SpellForce 3 Reforced (PS4, русская версия)",Ожидается поступление,L07926,2499,https://igroray.ru/catalog/igra-spellforce-3-reforced-ps4-russkaya-versiya/
3188,"Игра Generation Zero (PS4, русская версия)",Ожидается поступление,L02821,2348,https://igroray.ru/catalog/igra-generation-zero-ps4-russkaya-versiya/
3189,Гарнитура игровая SteelSeries Arctis 9 Wireless,Ожидается поступление,L41576,17499,https://igroray.ru/catalog/garnitura-igrovaya-steelseries-arctis-9-wireless/
3190,"Игра L.A. Noire (PS4, русская версия)",Ожидается поступление,L01443,21948,https://igroray.ru/catalog/igra-l-a-noire-ps4-russkaya-versiya/
3191,"Игра Dragon Age: Инквизиция (PS4, русская версия)",Ожидается поступление,L01338,1848,https://igroray.ru/catalog/igra-dragon-age-inkvizitsiya-ps4-russkaya-versiya/
3192,"Игра Divinity: Original Sin. Enhanced Edition (PS4, русская версия)",Ожидается поступление,L01334,3389,https://igroray.ru/catalog/igra-divinity-original-sin-enhanced-edition-ps4-russkaya-versiya/
3193,"Игра Hitman: The Complete First Season Steelbook Edition (PS4, русская версия)",Ожидается поступление,L01417,2949,https://igroray.ru/catalog/igra-hitman-the-complete-first-season-steelbook-edition-ps4-russkaya-versiya/
3194,"Игра Wipeout Omega Collection (PS4, русская версия)",Ожидается поступление,L01644,2499,https://igroray.ru/catalog/igra-wipeout-omega-collection-ps4-russkaya-versiya/
3195,"Игра Torment: Tides of Numenera (PS4, русская версия)",Ожидается поступление,L01619,1989,https://igroray.ru/catalog/igra-torment-tides-of-numenera-ps4-russkaya-versiya/
3196,Фигурка-подставка Cable Guys: Star Wars: Darth Vader + зарядная станция для 2-х геймпадов DualSense + LEGO Star Wars The Skywalker Saga,Ожидается поступление,L14193,8925,https://igroray.ru/catalog/figurka-podstavka-cable-guys-star-wars-darth-vader-zaryadnaya-stantsiya-dlya-2-kh-geympadov-dualsens/
3197,"Игра Ведьмак 3: Дикая охота (PS4, русская версия)",Ожидается поступление,L01660,2848,https://igroray.ru/catalog/igra-vedmak-3-dikaya-okhota-ps4-russkaya-versiya/
3198,"Игра Strange Brigade (PS4, русская версия)",Ожидается поступление,L02221,3700,https://igroray.ru/catalog/igra-strange-brigade-ps4-russkaya-versiya/
3199,"Игра Among Us Ejected Edition (PS4, русские субтитры)",Ожидается поступление,L15719,7669,https://igroray.ru/catalog/igra-among-us-ejected-edition-ps4-russkie-subtitry/
3200,Игра Nascar Heat 5 (PS4),Ожидается поступление,L06368,2999,https://igroray.ru/catalog/igra-nascar-heat-5-ps4/
3201,"Игра Heavy Fire: Red Shadow (с поддержкой PS VR) (PS4, русская версия)",Ожидается поступление,L09001,2148,https://igroray.ru/catalog/igra-heavy-fire-red-shadow-s-podderzhkoy-ps-vr-ps4-russkaya-versiya/
3202,"Игра F1 2019 Расширенное издание Legend Edition: Сенна и Прост (PS4, русская версия)",Ожидается поступление,L3024,2248,https://igroray.ru/catalog/igra-f1-2019-rasshirennoe-izdanie-legend-edition-senna-i-prost-ps4-russkaya-versiya/
3203,"Игра Стражи Галактики: The Telltale Series (PS4, русская версия)",Ожидается поступление,L01672,2548,https://igroray.ru/catalog/igra-strazhi-galaktiki-the-telltale-series-ps4-russkaya-versiya/
3204,"Игра Infamous: Первый Свет (PS4, русская версия)",Ожидается поступление,L01423,2089,https://igroray.ru/catalog/igra-infamous-pervyy-svet-ps4-russkaya-versiya/
3205,Беспроводные наушники с микрофоном PDP LVL50 для PS4/PS5,Ожидается поступление,L08045,9748,https://igroray.ru/catalog/besprovodnaya-garnitura-pdp-lvl50-dlya-ps4-ps5/
3206,Игра Overcooked: All You Can Eat (PS4),Ожидается поступление,L07680,2960,https://igroray.ru/catalog/igra-overcooked-all-you-can-eat-ps4/
3207,"Игра F1 2018 Издание Герой заголовков (PS4, русская версия)",Ожидается поступление,L02179,2648,https://igroray.ru/catalog/igra-f1-2018-izdanie-geroy-zagolovkov-ps4-russkaya-versiya/
3208,"Игра Under The Waves (PS4, русские субтитры)",Ожидается поступление,L41912,4489,https://igroray.ru/catalog/igra-under-the-waves-xbox-one-series-x-russkaya-versiya/
3209,1 высокая + 1 средняя накладка на стики KontrolFreek Grips Call of Duty Black Ops Grav Slam для геймпада DualShock PS4 (серый/оранжевый),Ожидается поступление,L07458,789,https://igroray.ru/catalog/1-vysokaya-1-srednyaya-nakladka-na-stiki-kontrolfreek-grips-call-of-duty-black-ops-grav-slam-dlya-ge/
3210,"Игра Loading Human (PS4, только для PS VR)",Ожидается поступление,L01461,2550,https://igroray.ru/catalog/igra-loading-human-ps4-tolko-dlya-ps-vr/
3211,"Игра Planescape: Torment & Icewind Dale Enhanced Edition (PS4, русская версия)",Ожидается поступление,L03252,2289,https://igroray.ru/catalog/igra-planescape-torment-icewind-dale-enhanced-edition-ps4-russkaya-versiya/
3212,"Игра Shadow Tactics: Blades of the Shogun (PS4, русская версия)",Ожидается поступление,L01558,1548,https://igroray.ru/catalog/igra-shadow-tactics-blades-of-the-shogun-ps4-russkaya-versiya/
3213,"Игра Call of Duty: Infinite Warfare (PS4, русская версия)",Ожидается поступление,L01286,3189,https://igroray.ru/catalog/igra-call-of-duty-infinite-warfare-ps4-russkaya-versiya/
3214,"Игра XIII Limited Edition (PS4, русская версия)",Ожидается поступление,L04790,4489,https://igroray.ru/catalog/igra-xiii-limited-edition-ps4-russkaya-versiya/
3215,"Игра FIFA 17 (PS4, русская версия)",Ожидается поступление,L01371,1850,https://igroray.ru/catalog/igra-fifa-17-ps4-russkaya-versiya/
3216,"Игра Star Wars: JEDI Fallen Order (Джедаи: Павший Орден) Deluxe Edition (PS4, русская версия)",Ожидается поступление,L03712,4889,https://igroray.ru/catalog/igra-star-wars-jedi-fallen-order-dzhedai-pavshiy-orden-deluxe-edition-ps4-russkaya-versiya/
3217,Игра Gloomhaven Mercenaries Edition (PS4),Ожидается поступление,L41676,4989,https://igroray.ru/catalog/igra-gloomhaven-mercenaries-edition-ps4/
3218,"Игра Sniper Elite 4 Limited Edition (PS4, русская версия)",Ожидается поступление,L01564,2048,https://igroray.ru/catalog/igra-sniper-elite-4-limited-edition-ps4-russkaya-versiya/
3219,"Игра Marvel's Spider-Man Special Edition (PS4, русская версия)",Ожидается поступление,L02361,8248,https://igroray.ru/catalog/igra-marvel-s-spider-man-special-edition-ps4-russkaya-versiya/
3220,"Игра The Crew: Wild Run (PS4, русская версия)",Ожидается поступление,L01597,1899,https://igroray.ru/catalog/igra-the-crew-wild-run-ps4-russkaya-versiya/
3221,Накладки на стики KontrolFreek Grips PHANTOM White для геймпада Dualshock PS4 (белый),Ожидается поступление,L04874,748,https://igroray.ru/catalog/nakladki-na-stiki-kontrolfreek-grips-phantom-white-dlya-geympada-dualshock-ps4-belyy/
3222,"Игра Kingdom Come Deliverance (PS4, русская версия)",Ожидается поступление,L01436,3489,https://igroray.ru/catalog/igra-kingdom-come-deliverance-ps4-russkaya-versiya/
3223,ИгроПак для PS4: Marvel's Spider-Man + Ratchet and Clank + Crash Bandicoot 4: Это Вопрос Времени (It's About Time),Ожидается поступление,L06309,8706,https://igroray.ru/catalog/igropak-dlya-ps4-marvel-s-spider-man-ratchet-and-clank-crash-bandicoot-4-eto-vopros-vremeni-it-s-abo/
