id,name,operation,price,product_code,href
240,Смартфон Xiaomi Redmi Note 12 Pro 5G 8/256GB (NFC) (Global Version) Blue (синий),"||Операционная система: |Android||Диагональ экрана: |6.67"" (2400x1080). Full HD. AMOLED||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |3| ",29079,Код товара: 2812243,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-redmi-note-12-pro-5g-8-256gb-nfc-global-version-blue-siniy/
241,Смартфон Xiaomi Redmi Note 12 Pro 4G 8/256GB (NFC) (RU/A) Glacier Blue (голубой ледник),||Операционная система: |Android||Диагональ экрана: |6.67||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |4| ,25490,Код товара: 2811640,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-redmi-note-12-pro-4g-8-256gb-nfc-ru-a-glacier-blue-goluboy-lednik/
242,Смартфон Infinix Hot 30i 8/128GB Diamond White (бриллиантово-белый),"||Операционная система: |Android||Диагональ экрана: |6.56"" (1612x720). HD. IPS||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |2| ",10441,Код товара: 2811635,https://www.niceprice62.ru/telefony/mobilnye-telefony/infinix-hot-30i-8-128gb-diamond-white-brilliantovo-belyiy/
243,Смартфон Infinix Hot 30i 4/128GB Glacier Blue (голубой ледник),"||Операционная система: |Android||Диагональ экрана: |6.56"" (1612x720). HD. IPS||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |2| ",9122,Код товара: 2811634,https://www.niceprice62.ru/telefony/mobilnye-telefony/infinix-hot-30i-4-128gb-glacier-blue-goluboy-lednik/
244,Смартфон Xiaomi 13T Pro 12/512GB (NFC) (Global Version) Black (черный),"||Операционная система: |Другая||Диагональ экрана: |2.4"" (320×240). SD. TFT||Емкость аккумулятора: |1000 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |1| ",56090,Код товара: 2833840,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-13t-pro-12-512gb-nfc-global-version-black-chernyiy/
245,Смартфон Xiaomi 13T 12/256GB (NFC) (Global Version) Alpine Blue (голубой),"||Операционная система: |Другая||Диагональ экрана: |2.4"" (320×240). SD. TFT||Емкость аккумулятора: |1000 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |1| ",45773,Код товара: 2833843,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-13t-12-256gb-nfc-global-version-alpine-blue-goluboy/
246,Смартфон Apple iPhone 15 128GB Green (зеленый),"||Операционная система: |Другая||Диагональ экрана: |2.4"" (320×240). SD. TFT||Емкость аккумулятора: |1000 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |1| ",96990,Код товара: 2832498,https://www.niceprice62.ru/telefony/mobilnye-telefony/apple-iphone-15-128gb-green-zelenyiy/
247,Смартфон Xiaomi Redmi Note 12S 6/128GB (NFC) (RU/A) Ice Blue (голубой),"||Операционная система: |Другая||Диагональ экрана: |2.4"" (320×240). SD. TFT||Емкость аккумулятора: |1020 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |1| ",21319,Код товара: 2826781,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-redmi-note-12s-6-128gb-nfc-ru-a-ice-blue-goluboy/
248,Телефон Philips Xenium E2601 Red (красный),"||Операционная система: |Другая||Диагональ экрана: |1.77"" (160x128). SD. TFT||Емкость аккумулятора: |1000 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |1| ",2684,Код товара: 2722187,https://www.niceprice62.ru/telefony/mobilnye-telefony/philips-xenium-e2601-red-krasnyiy/
249,Телефон Philips Xenium E2601 Dark Grey (темно-серый),"||Операционная система: |Другая||Диагональ экрана: |1.77"" (160x128). SD. TFT||Емкость аккумулятора: |1000 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |1| ",2684,Код товара: 2722189,https://www.niceprice62.ru/telefony/mobilnye-telefony/philips-xenium-e2601-dark-grey-temno-seryiy/
250,Телефон Philips Xenium E2601 Blue (синий),"||Операционная система: |Другая||Диагональ экрана: |1.44"" (128x160). SD||Емкость аккумулятора: |600 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |Без камеры| ",2684,Код товара: 2722188,https://www.niceprice62.ru/telefony/mobilnye-telefony/philips-xenium-e2601-blue-siniy/
251,Телефон Nokia 150 (2020) Dual Sim Red (красный),"||Операционная система: |Другая||Диагональ экрана: |2.8"" (320×240). SD. TN||Емкость аккумулятора: |1000 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |Без камеры| ",3587,Код товара: 2364513,https://www.niceprice62.ru/telefony/mobilnye-telefony/nokia-150-2020-dual-sim-red-krasnyiy/
252,Телефон MAXVI B100DS Blue (синий),"||Операционная система: |Другая||Диагональ экрана: |2.4"" (320×240). SD. TN||Емкость аккумулятора: |4750 мА⋅ч||SIM-карты: |3 SIM||Количество основных (тыловых) камер: |1| ",1450,Код товара: 2685861,https://www.niceprice62.ru/telefony/mobilnye-telefony/maxvi-b100ds-blue-siniy/
253,Телефон MAXVI B100DS Black (черный),"||Операционная система: |Другая||Диагональ экрана: |1.8"" (160x128). SD||Емкость аккумулятора: |600 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |1| ",1450,Код товара: 2685860,https://www.niceprice62.ru/telefony/mobilnye-telefony/maxvi-b100ds-black-chernyiy/
254,Телефон INOI 99 Black (черный),"||Операционная система: |Другая||Диагональ экрана: |1.8"" (128x160). SD. TN||Емкость аккумулятора: |600 мА⋅ч||SIM-карты: |2 SIM| ",539,Код товара: 2786998,https://www.niceprice62.ru/telefony/mobilnye-telefony/inoi-99-black-chernyiy/
255,Телефон INOI 281 Black (черный),"||Операционная система: |Другая||Диагональ экрана: |3.5"" (480×320). SD. TFT||Емкость аккумулятора: |1800 мА⋅ч||Количество основных (тыловых) камер: |1| ",938,Код товара: 1809327,https://www.niceprice62.ru/telefony/mobilnye-telefony/inoi-281-black-chernyiy/
256,Телефон INOI 246Z Khaki (хаки),"||Операционная система: |Другая||Диагональ экрана: |2.8"" (320×240). SD. TFT||Емкость аккумулятора: |1000 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |1| ",1437,Код товара: 2776124,https://www.niceprice62.ru/telefony/mobilnye-telefony/inoi-246z-khaki-haki/
257,Телефон F+ S286 Grey (серый),"||Операционная система: |Другая||Диагональ экрана: |2.8"" (320×240). SD. TFT||Емкость аккумулятора: |1000 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |1| ",1221,Код товара: 2195762,https://www.niceprice62.ru/telefony/mobilnye-telefony/fplus-s286-grey-seryiy/
258,Телефон F+ Flip 2 Red (красный),"||Операционная система: |Другая||Диагональ экрана: |2.4"" (320×240). SD. TFT||Емкость аккумулятора: |750 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |1| ",1221,Код товара: 2218928,https://www.niceprice62.ru/telefony/mobilnye-telefony/fplus-flip-2-red-krasnyiy/
259,Телефон F+ F197 Black (черный),"||Операционная система: |Другая||Диагональ экрана: |1.77"" (160x128). SD. TFT||Емкость аккумулятора: |600 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |1| ",539,Код товара: 2595897,https://www.niceprice62.ru/telefony/mobilnye-telefony/fplus-f197-black-chernyiy/
260,Телефон F+ Ezzy Trendy 1 Grey (серый),"||Операционная система: |Другая||Диагональ экрана: |2.4"" (320×240). SD. TFT||Емкость аккумулятора: |800 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |1| ",1554,Код товара: 2608727,https://www.niceprice62.ru/telefony/mobilnye-telefony/fplus-ezzy-trendy-1-grey-seryiy/
261,Телефон F+ B280 Silver (серебристый),"||Операционная система: |Другая||Диагональ экрана: |2.8"" (320×240). SD. TN||Емкость аккумулятора: |2500 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |1| ",1332,Код товара: 2578382,https://www.niceprice62.ru/telefony/mobilnye-telefony/fplus-b280-silver-serebristyiy/
262,Телефон F+ B170 Black (черный),"||Операционная система: |Другая||Диагональ экрана: |1.77"" (160x128). SD. TN||Емкость аккумулятора: |1700 мА⋅ч||Количество основных (тыловых) камер: |Без камеры| ",842,Код товара: 2573303,https://www.niceprice62.ru/telefony/mobilnye-telefony/fplus-b170-black-chernyiy/
263,Телефон DIGMA Linx S220 Red (красный),"||Операционная система: |Другая||Диагональ экрана: |2.2"" (176x220). SD. TFT||Емкость аккумулятора: |900 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |1| ",1939,Код товара: 2785333,https://www.niceprice62.ru/telefony/mobilnye-telefony/digma-linx-s220-red-krasnyiy/
264,Телефон DIGMA Linx S220 Black (черный),"||Операционная система: |Другая||Диагональ экрана: |2.2"" (176x220). SD. TFT||Емкость аккумулятора: |900 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |1| ",1939,Код товара: 2767958,https://www.niceprice62.ru/telefony/mobilnye-telefony/digma-linx-s220-black-chernyiy/
265,Телефон DIGMA Linx A106 Blue (синий),"||Операционная система: |Другая||Диагональ экрана: |1.44"" (98x68). SD. TN||Емкость аккумулятора: |600 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |Без камеры| ",577,Код товара: 2680427,https://www.niceprice62.ru/telefony/mobilnye-telefony/digma-linx-a106-blue-siniy/
266,Телефон DIGMA Linx A106 Black (черный),"||Операционная система: |Другая||Диагональ экрана: |1.44"" (98x68). SD. TN||Емкость аккумулятора: |600 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |Без камеры| ",531,Код товара: 2680428,https://www.niceprice62.ru/telefony/mobilnye-telefony/digma-linx-a106-black-chernyiy/
267,Телефон BQ 2822 Dragon Blue (синий),"||Операционная система: |Другая||Диагональ экрана: |2.8"" (320×240). SD||Емкость аккумулятора: |2000 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |1| ",2571,Код товара: 2238839,https://www.niceprice62.ru/telefony/mobilnye-telefony/bq-2822-dragon-blue-siniy/
268,Телефон BQ 2440 Step L+ White/Red (белый/красный),"||Операционная система: |Другая||Диагональ экрана: |2.4"" (320×240). SD. TN||Емкость аккумулятора: |800 мА⋅ч||SIM-карты: |2 SIM| ",1037,Код товара: 2156633,https://www.niceprice62.ru/telefony/mobilnye-telefony/bq-2440-step-lplus-white-red-belyiy-krasnyiy/
269,Телефон BQ 2430 Tank Power Black/Gold (черный/золотой),"||Операционная система: |Другая||Диагональ экрана: |2.4"" (320×240). SD. TN||Емкость аккумулятора: |4000 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |0.300000| ",2171,Код товара: 2189444,https://www.niceprice62.ru/telefony/mobilnye-telefony/bq-2430-tank-power-black-gold-chernyiy-zolotoy/
270,Телефон BQ 1848 Step+ Black/Blue (черный/синий),"||Операционная система: |Другая||Диагональ экрана: |1.77"" (160x128). SD. TN||Емкость аккумулятора: |600 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |Без камеры| ",853,Код товара: 2189434,https://www.niceprice62.ru/telefony/mobilnye-telefony/bq-1848-stepplus-black-blue-chernyiy-siniy/
271,Смартфон Xiaomi Redmi Note 12S 8/256GB (NFC) (RU/A) Onyx Black (черный оникс),||Операционная система: |Android||Диагональ экрана: |6.43||Емкость аккумулятора: |5000 мА⋅ч||Количество основных (тыловых) камер: |3| ,23462,Код товара: 2813619,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-redmi-note-12s-8-256gb-nfc-ru-a-onyx-black-chernyiy-oniks/
272,Смартфон Xiaomi Redmi Note 12 Pro+ 5G 8/256GB (NFC) (RU/A) Blue (синий),"||Операционная система: |Android||Диагональ экрана: |6.67"" (2400x1080). Full HD. AMOLED||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |3| ",33926,Код товара: 2802612,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-redmi-note-12-proplus-5g-8-256gb-nfc-ru-a-blue-siniy/
273,Смартфон Xiaomi Redmi Note 12 5G 4/128GB (NFC) (Global Version) Matte Black (матовый черный),"||Операционная система: |Android||Диагональ экрана: |6.79"" (2400x1080). Full HD. AMOLED||Емкость аккумулятора: |5000 мА⋅ч||Количество основных (тыловых) камер: |3| ",15178,Код товара: 2787011,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-redmi-note-12-5g-4-128gb-nfc-global-version-matte-black-matovyiy-chernyiy/
274,Смартфон Xiaomi Redmi Note 12 4G 8/256GB (NFC) (Global Version) Mint Green (мятный зеленый),"||Операционная система: |Android||Диагональ экрана: |6.67"" (2400x1080). 2K QHD. AMOLED||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |3| ",16755,Код товара: 2829069,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-redmi-note-12-4g-8-256gb-nfc-global-version-mint-green-myatnyiy-zelenyiy/
275,Смартфон Xiaomi Redmi Note 12 4G 4/128GB (NFC) (RU/A) Sunrise Gold (золотой восход),"||Операционная система: |Android||Диагональ экрана: |6.67"" (2400x1080). 2K QHD. AMOLED||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |3| ",18826,Код товара: 2832989,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-redmi-note-12-4g-4-128gb-nfc-ru-a-sunrise-gold-zolotoy-voshod/
276,Смартфон Xiaomi Redmi Note 11 Pro Plus 5G 6/128GB (NFC) (Global Version) Graphite Grey (графитовый серый),"||Операционная система: |Android||Диагональ экрана: |6.67"" (2400x1080). Full HD. AMOLED||Емкость аккумулятора: |4500 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |3| ",21653,Код товара: 2704812,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-redmi-note-11-pro-plus-5g-6-128gb-nfc-global-version-graphite-grey-grafitovyiy-seryiy/
277,Смартфон Xiaomi Redmi Note 11 4/128GB (Global Version) Twilight Blue (синие сумерки),||Операционная система: |Android||Диагональ экрана: |6.43||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |4| ,14490,Код товара: 2823639,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-redmi-note-11-4-128gb-global-version-twilight-blue-sinie-sumerki/
278,Смартфон Xiaomi Redmi Note 10 Pro 8/256GB (NFC) (Global Version) Glacier Blue (голубой лед),"||Операционная система: |Android||Диагональ экрана: |6.67"" (2400x1080). Full HD. AMOLED||Емкость аккумулятора: |5020 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |4| ",23272,Код товара: 2754317,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-redmi-note-10-pro-8-256gb-nfc-global-version-glacier-blue-goluboy-led/
279,Смартфон Xiaomi Redmi Note 10 5G 8/256GB (CN) Green (зеленый),"||Операционная система: |Android||Диагональ экрана: |6.5"" (2400x1080). Full HD. AMOLED||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |2 nano SIM||Количество основных (тыловых) камер: |3| ",14672,Код товара: 2828069,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-redmi-note-10-5g-8-256gb-cn-green-zelenyiy/
280,Смартфон Xiaomi Redmi 12C 3/64GB (NFC) (Global Version) Graphite Grey (серый графит),"||Операционная система: |Android||Диагональ экрана: |6.71"" (1650x720). HD. IPS||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |2 nano SIM||Количество основных (тыловых) камер: |2| ",8486,Код товара: 2823748,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-redmi-12c-3-64gb-nfc-global-version-graphite-grey-seryiy-grafit/
281,Смартфон Xiaomi Poco F5 8/256GB (NFC) (RU/A) Black (черный),"||Операционная система: |Android||Диагональ экрана: |6.67"" (2400x1080). Full HD. OLED||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |3| ",38063,Код товара: 2826994,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-poco-f5-8-256gb-nfc-ru-a-black-chernyiy/
282,Смартфон Xiaomi POCO C40 4/64GB (RU/A) Power Black (заряженный черный),"||Операционная система: |Android||Диагональ экрана: |6.71"" (1650x720). HD. IPS||Емкость аккумулятора: |6000 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |2| ",8787,Код товара: 2757548,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-poco-c40-4-64gb-ru-a-power-black-zaryajennyiy-chernyiy/
283,Смартфон Xiaomi POCO C40 3/32GB (RU/A) Yellow (желтый),"||Операционная система: |Android||Диагональ экрана: |6.71"" (1650x720). HD. IPS||Емкость аккумулятора: |6000 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |2| ",7999,Код товара: 2737626,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-poco-c40-3-32gb-ru-a-yellow-jeltyiy/
284,Смартфон Xiaomi POCO C40 3/32GB (RU/A) Coral Green (бирюзовый),"||Операционная система: |Android||Диагональ экрана: |6.71"" (1650x720). HD. IPS||Емкость аккумулятора: |6000 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |2| ",7999,Код товара: 2737627,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-poco-c40-3-32gb-ru-a-coral-green-biryuzovyiy/
285,Смартфон Xiaomi 13 Lite 8/256GB (NFC) (RU/A) Pink (розовый),"||Операционная система: |Android||Диагональ экрана: |6.55"" (2400x1080). Full HD. AMOLED||Емкость аккумулятора: |4500 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |3| ",36510,Код товара: 2796297,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-13-lite-8-256gb-nfc-ru-a-pink-rozovyiy/
286,Смартфон Xiaomi 13 Lite 8/256GB (NFC) (Global Version) Black (черный),"||Операционная система: |Android||Диагональ экрана: |6.55"" (2400x1080). Full HD. AMOLED||Емкость аккумулятора: |4500 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |3| ",35003,Код товара: 2823745,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-13-lite-8-256gb-nfc-global-version-black-chernyiy/
287,Смартфон Xiaomi 13 8/256GB (NFC) (CN) Blue (синий),"||Операционная система: |Android||Диагональ экрана: |6.36"" (2400x1080). AMOLED||Емкость аккумулятора: |4500 мА⋅ч||Количество основных (тыловых) камер: |3| ",52084,Код товара: 2821646,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-13-8-256gb-nfc-cn-blue-siniy/
288,Смартфон Xiaomi 12X 8/128GB (NFC) (Global Version) Blue (синий),"||Операционная система: |Android||Диагональ экрана: |6.28"" (2400x1080). Full HD. AMOLED||Емкость аккумулятора: |4500 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |3| ",36690,Код товара: 2823731,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-12x-8-128gb-nfc-global-version-blue-siniy/
289,Смартфон Xiaomi 12 Lite 8/128GB (NFC) (RU/A) Pink (розовый),"||Операционная система: |Android||Диагональ экрана: |6.55"" (2400x1080). Full HD. AMOLED||Емкость аккумулятора: |4300 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |3| ",29294,Код товара: 2710495,https://www.niceprice62.ru/telefony/mobilnye-telefony/xiaomi-12-lite-8-128gb-nfc-ru-a-pink-rozovyiy/
290,Смартфон Samsung Galaxy S23 Ultra (SM-S918B) 8/256GB (Snapdragon 8 Gen2) Lavender (лаванда),||Операционная система: |Android||Диагональ экрана: |6.8||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |Dual: nano SIM + eSIM||Количество основных (тыловых) камер: |4| ,85729,Код товара: 2798757,https://www.niceprice62.ru/telefony/mobilnye-telefony/samsung-galaxy-s23-ultra-sm-s918b-8-256gb-snapdragon-8-gen2-lavender-lavanda/
291,Смартфон Samsung Galaxy S23 Ultra (SM-S918B) 12/256GB (Snapdragon 8 Gen2) Lavender (лаванда),"||Операционная система: |Android||Диагональ экрана: |6.8"" (3088x1440). 2K QHD. Dynamic AMOLED 2X||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |Dual: nano SIM + eSIM||Количество основных (тыловых) камер: |4| ",92084,Код товара: 2776221,https://www.niceprice62.ru/telefony/mobilnye-telefony/samsung-galaxy-s23-ultra-sm-s918b-12-256gb-snapdragon-8-gen2-lavender-lavanda/
292,Смартфон Samsung Galaxy S23 Plus (SM-S916B) 8/512GB (Snapdragon 8 Gen2) Green (зеленый),"||Операционная система: |Android||Диагональ экрана: |6.6"" (2340×1080). Full HD. AMOLED||Емкость аккумулятора: |4700 мА⋅ч||SIM-карты: |Dual: nano SIM + eSIM||Количество основных (тыловых) камер: |3| ",83252,Код товара: 2781715,https://www.niceprice62.ru/telefony/mobilnye-telefony/samsung-galaxy-s23-plus-sm-s916b-8-512gb-snapdragon-8-gen2-green-zelenyiy/
293,Смартфон Samsung Galaxy S22+ (SM-S906B) 8/256GB (Exynos) Phantom Black (черный фантом),"||Операционная система: |Android||Диагональ экрана: |6.6"" (2340×1080). Full HD. Dynamic AMOLED 2X||Емкость аккумулятора: |4500 мА⋅ч||SIM-карты: |Dual: nano SIM + eSIM||Количество основных (тыловых) камер: |3| ",67205,Код товара: 2785257,https://www.niceprice62.ru/telefony/mobilnye-telefony/samsung-galaxy-s22plus-sm-s906b-8-256gb-exynos-phantom-black-chernyiy-fantom/
294,Смартфон Samsung Galaxy A54 5G (SM-A546) 6/128GB White (белый),"||Операционная система: |Android||Диагональ экрана: |6.4"" (2340×1080). 2K QHD. Super AMOLED||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |2 nano SIM||Количество основных (тыловых) камер: |3| ",30371,Код товара: 2800182,https://www.niceprice62.ru/telefony/mobilnye-telefony/samsung-galaxy-a54-5g-sm-a546-6-128gb-white-belyiy/
295,Смартфон Samsung Galaxy A54 5G (SM-A546) 6/128GB Lime (лайм),"||Операционная система: |Android||Диагональ экрана: |6.4"" (2340×1080). 2K QHD. Super AMOLED||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |2 nano SIM||Количество основных (тыловых) камер: |3| ",28971,Код товара: 2800180,https://www.niceprice62.ru/telefony/mobilnye-telefony/samsung-galaxy-a54-5g-sm-a546-6-128gb-lime-laym/
296,Смартфон Samsung Galaxy A53 5G (SM-A536) 8/256GB Blue (голубой),"||Операционная система: |Android||Диагональ экрана: |6.5"" (2400x1080). Full HD. Super AMOLED||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |4| ",32202,Код товара: 2771153,https://www.niceprice62.ru/telefony/mobilnye-telefony/samsung-galaxy-a53-5g-sm-a536-8-256gb-blue-goluboy/
297,Смартфон Samsung Galaxy A33 5G (SM-A336) 6/128GB White (белый),"||Операционная система: |Android||Диагональ экрана: |6.4"" (2400x1080). Full HD. Super AMOLED||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |4| ",24986,Код товара: 2771149,https://www.niceprice62.ru/telefony/mobilnye-telefony/samsung-galaxy-a33-5g-sm-a336-6-128gb-white-belyiy/
298,Смартфон Samsung Galaxy A23 (SM-A235) 4/64GB Orange (оранжевый),"||Операционная система: |Android||Диагональ экрана: |6.6"" (2408x1080). Full HD. PLS||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |4| ",17408,Код товара: 2697291,https://www.niceprice62.ru/telefony/mobilnye-telefony/samsung-galaxy-a23-sm-a235-4-64gb-orange-oranjevyiy/
299,Смартфон Samsung Galaxy A14 (SM-A145) 4/64GB Light Green (светло-зеленый),"||Операционная система: |Android||Диагональ экрана: |6.6"" (2400x1080). Full HD. PLS||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |2 nano SIM||Количество основных (тыловых) камер: |3| ",12186,Код товара: 2785295,https://www.niceprice62.ru/telefony/mobilnye-telefony/samsung-galaxy-a14-sm-a145-4-64gb-light-green-svetlo-zelenyiy/
300,Смартфон Samsung Galaxy A04 (SM-A045) 3/32GB Black (черный),"||Операционная система: |Android||Диагональ экрана: |6.5"" (1600x720). HD. PLS||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |2 SIM||Количество основных (тыловых) камер: |2| ",9833,Код товара: 2745217,https://www.niceprice62.ru/telefony/mobilnye-telefony/samsung-galaxy-a04-sm-a045-3-32gb-black-chernyiy/
301,Смартфон realme C33 4/128GB Gold (золотистый),"||Операционная система: |Android||Диагональ экрана: |6.5"" (1600x720). HD. IPS||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |2| ",11490,Код товара: 2750076,https://www.niceprice62.ru/telefony/mobilnye-telefony/realme-c33-4-128gb-gold-zolotistyiy/
302,Смартфон realme 9i 4/128GB Black (черный),"||Операционная система: |Android||Диагональ экрана: |6.6"" (2412x1080). Full HD. IPS||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |3| ",14135,Код товара: 2740590,https://www.niceprice62.ru/telefony/mobilnye-telefony/realme-9i-4-128gb-black-chernyiy/
303,Смартфон realme 11 Pro+ 8/256GB Black (черный),"||Операционная система: |Android||Диагональ экрана: |6.7"" (2412x1080). Full HD. Super AMOLED||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |3| ",36618,Код товара: 2820933,https://www.niceprice62.ru/telefony/mobilnye-telefony/realme-11-proplus-8-256gb-black-chernyiy/
304,Смартфон realme 11 Pro 8/128GB Biege (бежевый),"||Операционная система: |Android||Диагональ экрана: |6.7"" (2412x1080). AMOLED||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |Dual nano SIM||Количество основных (тыловых) камер: |2| ",27356,Код товара: 2820924,https://www.niceprice62.ru/telefony/mobilnye-telefony/realme-11-pro-8-128gb-biege-bejevyiy/
305,Смартфон realme 11 8/256GB Glory Gold (золотой),"||Операционная система: |Android||Диагональ экрана: |6.4"" (2400x1080). Full HD. AMOLED||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |2 nano SIM||Количество основных (тыловых) камер: |2| ",23490,Код товара: 2829860,https://www.niceprice62.ru/telefony/mobilnye-telefony/realme-11-8-256gb-glory-gold-zolotoy/
306,Смартфон realme 10 Pro 5G 8/128GB Nebula Blue (туманность синяя),"||Операционная система: |Android||Диагональ экрана: |6.72"" (2400x1080). IPS||Емкость аккумулятора: |5000 мА⋅ч||SIM-карты: |2 nano SIM||Количество основных (тыловых) камер: |2| ",23778,Код товара: 2772684,https://www.niceprice62.ru/telefony/mobilnye-telefony/realme-10-pro-5g-8-128gb-nebula-blue-tumannost-sinyaya/
